Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[300]    0.0    0.00    0.00    1108         std::_Vector_base<Variable, std::allocator<Variable> >::_Vector_impl::_Vector_impl() [300]
                0.00    0.00    1108/1108        std::allocator<Variable>::allocator() [292]
-----------------------------------------------
                0.00    0.00    1108/1108        std::_Vector_base<Variable, std::allocator<Variable> >::~_Vector_base() [303]
[301]    0.0    0.00    0.00    1108         std::_Vector_base<Variable, std::allocator<Variable> >::_Vector_impl::~_Vector_impl() [301]
                0.00    0.00    1108/1108        std::allocator<Variable>::~allocator() [293]
-----------------------------------------------
                0.00    0.00    1108/1108        std::vector<Variable, std::allocator<Variable> >::vector() [310]
[302]    0.0    0.00    0.00    1108         std::_Vector_base<Variable, std::allocator<Variable> >::_Vector_base() [302]
                0.00    0.00    1108/1108        std::_Vector_base<Variable, std::allocator<Variable> >::_Vector_impl::_Vector_impl() [300]
-----------------------------------------------
                0.00    0.00    1108/1108        std::vector<Variable, std::allocator<Variable> >::~vector() [311]
[303]    0.0    0.00    0.00    1108         std::_Vector_base<Variable, std::allocator<Variable> >::~_Vector_base() [303]
                0.00    0.00    1108/1173        std::_Vector_base<Variable, std::allocator<Variable> >::_M_deallocate(Variable*, unsigned int) [280]
                0.00    0.00    1108/1108        std::_Vector_base<Variable, std::allocator<Variable> >::_Vector_impl::~_Vector_impl() [301]
-----------------------------------------------
                0.00    0.00    1108/1108        std::_Vector_base<Scope*, std::allocator<Scope*> >::_Vector_base() [306]
[304]    0.0    0.00    0.00    1108         std::_Vector_base<Scope*, std::allocator<Scope*> >::_Vector_impl::_Vector_impl() [304]
                0.00    0.00    1108/1108        std::allocator<Scope*>::allocator() [294]
-----------------------------------------------
                0.00    0.00    1108/1108        std::_Vector_base<Scope*, std::allocator<Scope*> >::~_Vector_base() [307]
[305]    0.0    0.00    0.00    1108         std::_Vector_base<Scope*, std::allocator<Scope*> >::_Vector_impl::~_Vector_impl() [305]
                0.00    0.00    1108/1108        std::allocator<Scope*>::~allocator() [295]
-----------------------------------------------
                0.00    0.00    1108/1108        std::vector<Scope*, std::allocator<Scope*> >::vector() [312]
[306]    0.0    0.00    0.00    1108         std::_Vector_base<Scope*, std::allocator<Scope*> >::_Vector_base() [306]
                0.00    0.00    1108/1108        std::_Vector_base<Scope*, std::allocator<Scope*> >::_Vector_impl::_Vector_impl() [304]
-----------------------------------------------
                0.00    0.00    1108/1108        std::vector<Scope*, std::allocator<Scope*> >::~vector() [313]
[307]    0.0    0.00    0.00    1108         std::_Vector_base<Scope*, std::allocator<Scope*> >::~_Vector_base() [307]
                0.00    0.00    1108/1207        std::_Vector_base<Scope*, std::allocator<Scope*> >::_M_deallocate(Scope**, unsigned int) [268]
                0.00    0.00    1108/1108        std::_Vector_base<Scope*, std::allocator<Scope*> >::_Vector_impl::~_Vector_impl() [305]
-----------------------------------------------
                0.00    0.00       1/1108        Environment::Environment() [713]
                0.00    0.00      25/1108        enforce_keyword(Configuration*, TokenContext, Environment&, bool&, unsigned int&) <cycle 3> [19]
                0.00    0.00      26/1108        enforce_token(Configuration*, TokenContext, Environment&) <cycle 3> [13]
                0.00    0.00      29/1108        add_class(Environment&, Class) [498]
                0.00    0.00     103/1108        add_method(Environment&, Class, Method) [22]
                0.00    0.00     924/1108        add_function(Environment&, Method) [326]
[308]    0.0    0.00    0.00    1108         std::vector<Method, std::allocator<Method> >::vector() [308]
                0.00    0.00    1108/1108        std::_Vector_base<Method, std::allocator<Method> >::_Vector_base() [298]
-----------------------------------------------
                0.00    0.00    1108/1108        Scope::~Scope() [283]
[309]    0.0    0.00    0.00    1108         std::vector<Method, std::allocator<Method> >::~vector() [309]
                0.00    0.00    1108/1256        std::_Vector_base<Method, std::allocator<Method> >::_M_get_Tp_allocator() [264]
                0.00    0.00    1108/1182        void std::_Destroy<Method*, Method>(Method*, Method*, std::allocator<Method>&) [274]
                0.00    0.00    1108/1108        std::_Vector_base<Method, std::allocator<Method> >::~_Vector_base() [299]
-----------------------------------------------
                0.00    0.00       1/1108        Environment::Environment() [713]
                0.00    0.00      25/1108        enforce_keyword(Configuration*, TokenContext, Environment&, bool&, unsigned int&) <cycle 3> [19]
                0.00    0.00      26/1108        enforce_token(Configuration*, TokenContext, Environment&) <cycle 3> [13]
                0.00    0.00      29/1108        add_class(Environment&, Class) [498]
                0.00    0.00     103/1108        add_method(Environment&, Class, Method) [22]
                0.00    0.00     924/1108        add_function(Environment&, Method) [326]
[310]    0.0    0.00    0.00    1108         std::vector<Variable, std::allocator<Variable> >::vector() [310]
                0.00    0.00    1108/1108        std::_Vector_base<Variable, std::allocator<Variable> >::_Vector_base() [302]
-----------------------------------------------
                0.00    0.00    1108/1108        Scope::~Scope() [283]
[311]    0.0    0.00    0.00    1108         std::vector<Variable, std::allocator<Variable> >::~vector() [311]
                0.00    0.00    1108/1238        std::_Vector_base<Variable, std::allocator<Variable> >::_M_get_Tp_allocator() [266]
                0.00    0.00    1108/1173        void std::_Destroy<Variable*, Variable>(Variable*, Variable*, std::allocator<Variable>&) [282]
                0.00    0.00    1108/1108        std::_Vector_base<Variable, std::allocator<Variable> >::~_Vector_base() [303]
-----------------------------------------------
                0.00    0.00       1/1108        Environment::Environment() [713]
                0.00    0.00      25/1108        enforce_keyword(Configuration*, TokenContext, Environment&, bool&, unsigned int&) <cycle 3> [19]
                0.00    0.00      26/1108        enforce_token(Configuration*, TokenContext, Environment&) <cycle 3> [13]
                0.00    0.00      29/1108        add_class(Environment&, Class) [498]
                0.00    0.00     103/1108        add_method(Environment&, Class, Method) [22]
                0.00    0.00     924/1108        add_function(Environment&, Method) [326]
[312]    0.0    0.00    0.00    1108         std::vector<Scope*, std::allocator<Scope*> >::vector() [312]
                0.00    0.00    1108/1108        std::_Vector_base<Scope*, std::allocator<Scope*> >::_Vector_base() [306]
-----------------------------------------------
                0.00    0.00    1108/1108        Scope::~Scope() [283]
[313]    0.0    0.00    0.00    1108         std::vector<Scope*, std::allocator<Scope*> >::~vector() [313]
                0.00    0.00    1108/1306        std::_Vector_base<Scope*, std::allocator<Scope*> >::_M_get_Tp_allocator() [258]
                0.00    0.00    1108/1207        void std::_Destroy<Scope**, Scope*>(Scope**, Scope**, std::allocator<Scope*>&) [270]
                0.00    0.00    1108/1108        std::_Vector_base<Scope*, std::allocator<Scope*> >::~_Vector_base() [307]
-----------------------------------------------
                0.00    0.00    1078/1078        _ZNSt16allocator_traitsISaIP5ScopeEE12_S_constructIS1_IS1_EEENSt9enable_ifIXsrNS3_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS2_PS7_DpOS8_ [315]
[314]    0.0    0.00    0.00    1078         _ZN9__gnu_cxx13new_allocatorIP5ScopeE9constructIS2_IS2_EEEvPT_DpOT0_ [314]
                0.00    0.00    1078/4405        Scope*&& std::forward<Scope*>(std::remove_reference<Scope*>::type&) [183]
                0.00    0.00    1078/90181       operator new(unsigned int, void*) [57]
-----------------------------------------------
                0.00    0.00    1078/1078        _ZNSt16allocator_traitsISaIP5ScopeEE9constructIS1_IS1_EEEvRS2_PT_DpOT0_ [316]
[315]    0.0    0.00    0.00    1078         _ZNSt16allocator_traitsISaIP5ScopeEE12_S_constructIS1_IS1_EEENSt9enable_ifIXsrNS3_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS2_PS7_DpOS8_ [315]
                0.00    0.00    1078/4405        Scope*&& std::forward<Scope*>(std::remove_reference<Scope*>::type&) [183]
                0.00    0.00    1078/1078        _ZN9__gnu_cxx13new_allocatorIP5ScopeE9constructIS2_IS2_EEEvPT_DpOT0_ [314]
-----------------------------------------------
                0.00    0.00      93/1078        void std::vector<Scope*, std::allocator<Scope*> >::_M_emplace_back_aux<Scope*>(Scope*&&) [439]
                0.00    0.00     985/1078        void std::vector<Scope*, std::allocator<Scope*> >::emplace_back<Scope*>(Scope*&&) [317]
[316]    0.0    0.00    0.00    1078         _ZNSt16allocator_traitsISaIP5ScopeEE9constructIS1_IS1_EEEvRS2_PT_DpOT0_ [316]
                0.00    0.00    1078/4405        Scope*&& std::forward<Scope*>(std::remove_reference<Scope*>::type&) [183]
                0.00    0.00    1078/1078        _ZNSt16allocator_traitsISaIP5ScopeEE12_S_constructIS1_IS1_EEENSt9enable_ifIXsrNS3_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS2_PS7_DpOS8_ [315]
-----------------------------------------------
                0.00    0.00    1078/1078        std::vector<Scope*, std::allocator<Scope*> >::push_back(Scope*&&) [318]
[317]    0.0    0.00    0.00    1078         void std::vector<Scope*, std::allocator<Scope*> >::emplace_back<Scope*>(Scope*&&) [317]
                0.00    0.00    1078/4405        Scope*&& std::forward<Scope*>(std::remove_reference<Scope*>::type&) [183]
                0.00    0.00     985/1078        _ZNSt16allocator_traitsISaIP5ScopeEE9constructIS1_IS1_EEEvRS2_PT_DpOT0_ [316]
                0.00    0.00      93/93          void std::vector<Scope*, std::allocator<Scope*> >::_M_emplace_back_aux<Scope*>(Scope*&&) [439]
-----------------------------------------------
                0.00    0.00      25/1078        enforce_keyword(Configuration*, TokenContext, Environment&, bool&, unsigned int&) <cycle 3> [19]
                0.00    0.00      26/1078        enforce_token(Configuration*, TokenContext, Environment&) <cycle 3> [13]
                0.00    0.00     103/1078        add_method(Environment&, Class, Method) [22]
                0.00    0.00     924/1078        add_function(Environment&, Method) [326]
[318]    0.0    0.00    0.00    1078         std::vector<Scope*, std::allocator<Scope*> >::push_back(Scope*&&) [318]
                0.00    0.00    1078/1078        std::remove_reference<Scope*&>::type&& std::move<Scope*&>(Scope*&) [319]
                0.00    0.00    1078/1078        void std::vector<Scope*, std::allocator<Scope*> >::emplace_back<Scope*>(Scope*&&) [317]
-----------------------------------------------
                0.00    0.00    1078/1078        std::vector<Scope*, std::allocator<Scope*> >::push_back(Scope*&&) [318]
[319]    0.0    0.00    0.00    1078         std::remove_reference<Scope*&>::type&& std::move<Scope*&>(Scope*&) [319]
-----------------------------------------------
                0.00    0.00    1027/1027        _ZNSt16allocator_traitsISaI6MethodEE12_S_constructIS0_IRKS0_EEENSt9enable_ifIXsrNS2_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS1_PS8_DpOS9_ [321]
[320]    0.0    0.00    0.00    1027         _ZN9__gnu_cxx13new_allocatorI6MethodE9constructIS1_IRKS1_EEEvPT_DpOT0_ [320]
                0.00    0.00    1027/3142        Method const& std::forward<Method const&>(std::remove_reference<Method const&>::type&) [200]
                0.00    0.00    1027/90181       operator new(unsigned int, void*) [57]
                0.00    0.00    1027/2367        Method::Method(Method const&) [235]
-----------------------------------------------
                0.00    0.00    1027/1027        _ZNSt16allocator_traitsISaI6MethodEE9constructIS0_IRKS0_EEEvRS1_PT_DpOT0_ [322]
[321]    0.0    0.00    0.00    1027         _ZNSt16allocator_traitsISaI6MethodEE12_S_constructIS0_IRKS0_EEENSt9enable_ifIXsrNS2_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS1_PS8_DpOS9_ [321]
                0.00    0.00    1027/3142        Method const& std::forward<Method const&>(std::remove_reference<Method const&>::type&) [200]
                0.00    0.00    1027/1027        _ZN9__gnu_cxx13new_allocatorI6MethodE9constructIS1_IRKS1_EEEvPT_DpOT0_ [320]
-----------------------------------------------
                0.00    0.00      61/1027        void std::vector<Method, std::allocator<Method> >::_M_emplace_back_aux<Method const&>(Method const&) [478]
                0.00    0.00     966/1027        std::vector<Method, std::allocator<Method> >::push_back(Method const&) [323]
[322]    0.0    0.00    0.00    1027         _ZNSt16allocator_traitsISaI6MethodEE9constructIS0_IRKS0_EEEvRS1_PT_DpOT0_ [322]
                0.00    0.00    1027/3142        Method const& std::forward<Method const&>(std::remove_reference<Method const&>::type&) [200]
                0.00    0.00    1027/1027        _ZNSt16allocator_traitsISaI6MethodEE12_S_constructIS0_IRKS0_EEENSt9enable_ifIXsrNS2_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS1_PS8_DpOS9_ [321]
-----------------------------------------------
                0.00    0.00     103/1027        add_method(Environment&, Class, Method) [22]
                0.00    0.00     924/1027        add_function(Environment&, Method) [326]
[323]    0.0    0.00    0.00    1027         std::vector<Method, std::allocator<Method> >::push_back(Method const&) [323]
                0.00    0.00     966/1027        _ZNSt16allocator_traitsISaI6MethodEE9constructIS0_IRKS0_EEEvRS1_PT_DpOT0_ [322]
                0.00    0.00      61/61          void std::vector<Method, std::allocator<Method> >::_M_emplace_back_aux<Method const&>(Method const&) [478]
-----------------------------------------------
                0.00    0.00     950/950         tokenize(std::string) [642]
[324]    0.0    0.00    0.00     950         LoggingContext::log_lexer(std::string) [324]
-----------------------------------------------
                0.00    0.00       5/929         enforce_keyword(Configuration*, TokenContext, Environment&, bool&, unsigned int&) <cycle 3> [19]
                0.00    0.00     924/929         add_function(Environment&, Method) [326]
[325]    0.0    0.00    0.00     929         Variable::Variable(std::string, Class) [325]
                0.00    0.00     929/7244        Class::Class() [145]
                0.00    0.00     929/5865        Class::operator=(Class const&) [161]
-----------------------------------------------
                0.00    0.00       1/924         load_core(Environment&) [23]
                0.00    0.00     923/924         enforce_keyword(Configuration*, TokenContext, Environment&, bool&, unsigned int&) <cycle 3> [19]
[326]    0.0    0.00    0.00     924         add_function(Environment&, Method) [326]
                0.00    0.00    5640/22751       std::vector<MethodArgument, std::allocator<MethodArgument> >::size() const [105]
                0.00    0.00    2358/3483        std::vector<MethodArgument, std::allocator<MethodArgument> >::operator[](unsigned int) [198]
                0.00    0.00     924/1027        std::vector<Method, std::allocator<Method> >::push_back(Method const&) [323]
                0.00    0.00     924/12130       std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [121]
                0.00    0.00     924/1108        std::vector<Scope*, std::allocator<Scope*> >::vector() [312]
                0.00    0.00     924/1108        std::vector<Variable, std::allocator<Variable> >::vector() [310]
                0.00    0.00     924/1108        std::vector<Method, std::allocator<Method> >::vector() [308]
                0.00    0.00     924/29084       std::vector<Class, std::allocator<Class> >::vector() [102]
                0.00    0.00     924/1078        std::vector<Scope*, std::allocator<Scope*> >::push_back(Scope*&&) [318]
                0.00    0.00     924/924         Class::toString() [327]
                0.00    0.00     924/10803       std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [129]
                0.00    0.00     924/6734        Class::Class(std::string) [150]
                0.00    0.00     924/929         Variable::Variable(std::string, Class) [325]
                0.00    0.00     924/2650        std::vector<Variable, std::allocator<Variable> >::push_back(Variable&&) [220]
                0.00    0.00     924/11461       Variable::~Variable() [127]
                0.00    0.00     924/52318       Class::~Class() <cycle 4> [83]
-----------------------------------------------
                0.00    0.00     924/924         add_function(Environment&, Method) [326]
[327]    0.0    0.00    0.00     924         Class::toString() [327]
                0.00    0.00     924/119450      std::vector<Class, std::allocator<Class> >::size() const [45]
-----------------------------------------------
                0.00    0.00     923/923         enforce_keyword(Configuration*, TokenContext, Environment&, bool&, unsigned int&) <cycle 3> [19]
[328]    0.0    0.00    0.00     923         string_delete_until_or(std::string, std::string) [328]
                0.00    0.00    4744/65487       string_contains(std::string, std::string) [80]
-----------------------------------------------
                0.00    0.00     923/923         enforce_keyword(Configuration*, TokenContext, Environment&, bool&, unsigned int&) <cycle 3> [19]
[329]    0.0    0.00    0.00     923         Class::load(std::string) [329]
                0.00    0.00     923/4741        string_get_until(std::string, std::string) [181]
                0.00    0.00     923/31173       string_delete_amount(std::string, int) [96]
                0.00    0.00     923/13613       string_kill_whitespace(std::string) [116]
-----------------------------------------------
                0.00    0.00       8/734         void std::vector<Class, std::allocator<Class> >::_M_emplace_back_aux<Class const&>(Class const&) [592]
                0.00    0.00      35/734         _ZN9__gnu_cxx13new_allocatorI5ClassE9constructIS1_IRKS1_EEEvPT_DpOT0_ [493]
                0.00    0.00      35/734         _ZNSt16allocator_traitsISaI5ClassEE12_S_constructIS0_IRKS0_EEENSt9enable_ifIXsrNS2_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS1_PS8_DpOS9_ [494]
                0.00    0.00      35/734         _ZNSt16allocator_traitsISaI5ClassEE9constructIS0_IRKS0_EEEvRS1_PT_DpOT0_ [495]
                0.00    0.00     621/734         _ZSt10_ConstructI5ClassIRKS0_EEvPT_DpOT0_ <cycle 5> [339]
[330]    0.0    0.00    0.00     734         Class const& std::forward<Class const&>(std::remove_reference<Class const&>::type&) [330]
-----------------------------------------------
                                 677             void std::_Destroy_aux<false>::__destroy<Class*>(Class*, Class*) <cycle 4> [47]
                0.00    0.00      42/52318       void std::_Destroy_aux<false>::__destroy<__gnu_cxx::__normal_iterator<Class*, std::vector<Class, std::allocator<Class> > > >(__gnu_cxx::__normal_iterator<Class*, std::vector<Class, std::allocator<Class> > >, __gnu_cxx::__normal_iterator<Class*, std::vector<Class, std::allocator<Class> > >) [165]
[331]    0.0    0.00    0.00     719         void std::_Destroy<Class>(Class*) <cycle 4> [331]
                                 719             Class::~Class() <cycle 4> [83]
-----------------------------------------------
                0.00    0.00       2/686         context_enforce_expression_keyword(TokenContext, Environment&, Class&, bool&, bool&) <cycle 2> [531]
                0.00    0.00       3/686         context_enforce_expression_address(TokenContext, Environment&, Class&) [21]
                0.00    0.00       4/686         context_enforce_expression_string(TokenContext, Environment&, Class&) [621]
                0.00    0.00      29/686         context_enforce_expression_numeric(TokenContext, Environment&, Class&) [479]
                0.00    0.00      46/686         context_enforce_expression_word(TokenContext, Environment&, Class&) <cycle 2> [18]
                0.00    0.00      48/686         environment_method_get(TokenContext, Scope*, Method) [484]
                0.00    0.00      56/686         environment_generic_method_get(TokenContext, Scope*, Method, Class, Class) [485]
                0.00    0.00      77/686         environment_method_exists(TokenContext, Scope*, Method) [420]
                0.00    0.00     112/686         environment_generic_method_exists(TokenContext, Scope*, Method, Class, Class) [436]
                0.00    0.00     144/686         arguments_equal(TokenContext, std::vector<MethodArgument, std::allocator<MethodArgument> >, std::vector<MethodArgument, std::allocator<MethodArgument> >) [422]
                0.00    0.00     165/686         generic_arguments_equal(TokenContext, std::vector<MethodArgument, std::allocator<MethodArgument> >, std::vector<MethodArgument, std::allocator<MethodArgument> >, Class, Class) [394]
[332]    0.0    0.00    0.00     686         context_class_compare(TokenContext, Class, Class) [332]
                0.00    0.00    4818/298617      bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [38]
                0.00    0.00     686/1493247     __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [35]
                0.00    0.00       7/37189       Class::Class(Class const&) <cycle 5> [95]
                0.00    0.00       7/151         context_class_can_dereference(TokenContext, Class) [399]
                0.00    0.00       7/52318       Class::~Class() <cycle 4> [83]
-----------------------------------------------
                0.00    0.00      61/667         enforce_word(Configuration*, TokenContext, Environment&, bool&) [14]
                0.00    0.00     115/667         context_enforce_expression_word(TokenContext, Environment&, Class&) <cycle 2> [18]
                0.00    0.00     491/667         index_decrease(TokenContext) [348]
[333]    0.0    0.00    0.00     667         retreat_index(unsigned int&) [333]
-----------------------------------------------
                0.00    0.00       2/656         enforce_keyword(Configuration*, TokenContext, Environment&, bool&, unsigned int&) <cycle 3> [19]
                0.00    0.00     654/656         Token* std::__copy_move<true, false, std::random_access_iterator_tag>::__copy_m<Token*, Token*>(Token*, Token*, Token*) [670]
[334]    0.0    0.00    0.00     656         Token::operator=(Token&&) [334]
-----------------------------------------------
                0.00    0.00      16/645         std::enable_if<std::allocator_traits<std::allocator<Class> >::__maxsize_helper<std::allocator<Class> const>::value, unsigned int>::type std::allocator_traits<std::allocator<Class> >::_S_max_size<std::allocator<Class> const>(std::allocator<Class> const&) [535]
                0.00    0.00     629/645         __gnu_cxx::new_allocator<Class>::allocate(unsigned int, void const*) [338]
[335]    0.0    0.00    0.00     645         __gnu_cxx::new_allocator<Class>::max_size() const [335]
-----------------------------------------------
                0.00    0.00     633/633         process_indentation(std::vector<Token, std::allocator<Token> >&, std::string&, unsigned int&, unsigned int&) [368]
[336]    0.0    0.00    0.00     633         is_indent(std::string, unsigned int) [336]
                0.00    0.00    1266/298617      bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [38]
-----------------------------------------------
                0.00    0.00     629/629         std::_Vector_base<Class, std::allocator<Class> >::_M_deallocate(Class*, unsigned int) [50]
[337]    0.0    0.00    0.00     629         __gnu_cxx::new_allocator<Class>::deallocate(Class*, unsigned int) [337]
-----------------------------------------------
                0.00    0.00     629/629         std::_Vector_base<Class, std::allocator<Class> >::_M_allocate(unsigned int) [63]
[338]    0.0    0.00    0.00     629         __gnu_cxx::new_allocator<Class>::allocate(unsigned int, void const*) [338]
                0.00    0.00     629/645         __gnu_cxx::new_allocator<Class>::max_size() const [335]
-----------------------------------------------
                                 616             Class* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Class const*, std::vector<Class, std::allocator<Class> > >, Class*>(__gnu_cxx::__normal_iterator<Class const*, std::vector<Class, std::allocator<Class> > >, __gnu_cxx::__normal_iterator<Class const*, std::vector<Class, std::allocator<Class> > >, Class*) <cycle 5> [64]
                0.00    0.00       5/37189       Class* std::__uninitialized_copy<false>::__uninit_copy<Class const*, Class*>(Class const*, Class const*, Class*) [627]
[339]    0.0    0.00    0.00     621         _ZSt10_ConstructI5ClassIRKS0_EEvPT_DpOT0_ <cycle 5> [339]
                0.00    0.00     621/734         Class const& std::forward<Class const&>(std::remove_reference<Class const&>::type&) [330]
                0.00    0.00     621/90181       operator new(unsigned int, void*) [57]
                                 621             Class::Class(Class const&) <cycle 5> [95]
-----------------------------------------------
                0.00    0.00     616/616         Class* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Class const*, std::vector<Class, std::allocator<Class> > >, Class*>(__gnu_cxx::__normal_iterator<Class const*, std::vector<Class, std::allocator<Class> > >, __gnu_cxx::__normal_iterator<Class const*, std::vector<Class, std::allocator<Class> > >, Class*) <cycle 5> [64]
[340]    0.0    0.00    0.00     616         __gnu_cxx::__normal_iterator<Class const*, std::vector<Class, std::allocator<Class> > >::operator++() [340]
-----------------------------------------------
                0.00    0.00     616/616         Class* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Class const*, std::vector<Class, std::allocator<Class> > >, Class*>(__gnu_cxx::__normal_iterator<Class const*, std::vector<Class, std::allocator<Class> > >, __gnu_cxx::__normal_iterator<Class const*, std::vector<Class, std::allocator<Class> > >, Class*) <cycle 5> [64]
[341]    0.0    0.00    0.00     616         __gnu_cxx::__normal_iterator<Class const*, std::vector<Class, std::allocator<Class> > >::operator*() const [341]
-----------------------------------------------
                                 428             environment_variable_exists(Scope*, Variable) [342]
                0.00    0.00      17/582         context_enforce_expression_address(TokenContext, Environment&, Class&) [21]
                0.00    0.00     150/582         enforce_word(Configuration*, TokenContext, Environment&, bool&) [14]
                0.00    0.00     185/582         environment_variable_get(Scope*, Variable) [381]
                0.00    0.00     230/582         context_enforce_expression_word(TokenContext, Environment&, Class&) <cycle 2> [18]
[342]    0.0    0.00    0.00     582+428     environment_variable_exists(Scope*, Variable) [342]
                0.00    0.00   27341/50540       std::vector<Variable, std::allocator<Variable> >::operator[](unsigned int) [84]
                0.00    0.00   27341/1493247     __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [35]
                0.00    0.00   27187/49645       std::vector<Variable, std::allocator<Variable> >::size() const [85]
                0.00    0.00   26759/298617      bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [38]
                0.00    0.00     428/7903        Variable::Variable(Variable const&) [144]
                0.00    0.00     428/11461       Variable::~Variable() [127]
                                 428             environment_variable_exists(Scope*, Variable) [342]
-----------------------------------------------
                0.00    0.00     567/567         tokenize(std::string) [642]
[343]    0.0    0.00    0.00     567         string_iter_until_or(std::string&, unsigned int&, std::string) [343]
                0.00    0.00    3781/65487       string_contains(std::string, std::string) [80]
-----------------------------------------------
                0.00    0.00     184/552         std::vector<MethodArgument, std::allocator<MethodArgument> >::end() [386]
                0.00    0.00     184/552         std::vector<MethodArgument, std::allocator<MethodArgument> >::begin() [387]
                0.00    0.00     184/552         __gnu_cxx::__normal_iterator<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<MethodArgument const*, std::vector<MethodArgument, std::allocator<MethodArgument> > >, __gnu_cxx::__normal_iterator<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > > >(__gnu_cxx::__normal_iterator<MethodArgument const*, std::vector<MethodArgument, std::allocator<MethodArgument> > >, __gnu_cxx::__normal_iterator<MethodArgument const*, std::vector<MethodArgument, std::allocator<MethodArgument> > >, __gnu_cxx::__normal_iterator<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > >) [390]
[344]    0.0    0.00    0.00     552         __gnu_cxx::__normal_iterator<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > >::__normal_iterator(MethodArgument* const&) [344]
-----------------------------------------------
                0.00    0.00     184/552         std::_Iter_base<__gnu_cxx::__normal_iterator<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > >, true>::_S_base(__gnu_cxx::__normal_iterator<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > >) [383]
                0.00    0.00     368/552         bool __gnu_cxx::operator!=<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > >(__gnu_cxx::__normal_iterator<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > > const&, __gnu_cxx::__normal_iterator<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > > const&) [382]
[345]    0.0    0.00    0.00     552         __gnu_cxx::__normal_iterator<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > >::base() const [345]
-----------------------------------------------
                0.00    0.00       5/538         assemble_keyword_class(Configuration*, TokenContext, bool&, std::string&, std::basic_ofstream<char, std::char_traits<char> >&, std::basic_ofstream<char, std::char_traits<char> >&, unsigned int&, Environment&) <cycle 1> [31]
                0.00    0.00       6/538         Class::native() [604]
                0.00    0.00       8/538         assemble_keyword_new(Configuration*, TokenContext, bool&, std::string&, std::basic_ofstream<char, std::char_traits<char> >&, std::basic_ofstream<char, std::char_traits<char> >&, unsigned int&, Environment&) [585]
                0.00    0.00      95/538         assemble_keyword_def(Configuration*, TokenContext, bool&, std::string&, std::basic_ofstream<char, std::char_traits<char> >&, std::basic_ofstream<char, std::char_traits<char> >&, unsigned int&, Environment&) <cycle 1> [28]
                0.00    0.00     105/538         assemble_expression(TokenContext, std::string&, Environment&) [522]
                0.00    0.00     319/538         assemble_token(Configuration*, TokenContext, bool&, std::string&, std::basic_ofstream<char, std::char_traits<char> >&, std::basic_ofstream<char, std::char_traits<char> >&, unsigned int&, Environment&) <cycle 1> [153]
[346]    0.0    0.00    0.00     538         resource(std::string) [346]
                0.00    0.00    1614/1631        string_replace_all(std::string, std::string, std::string) [247]
