Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.10     0.00      184     0.00     0.00  MethodArgument* std::__copy_move_a<false, MethodArgument const*, MethodArgument*>(MethodArgument const*, MethodArgument const*, MethodArgument*)
  0.00      0.10     0.00      184     0.00     0.00  __gnu_cxx::__normal_iterator<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<MethodArgument const*, std::vector<MethodArgument, std::allocator<MethodArgument> > >, __gnu_cxx::__normal_iterator<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > > >(__gnu_cxx::__normal_iterator<MethodArgument const*, std::vector<MethodArgument, std::allocator<MethodArgument> > >, __gnu_cxx::__normal_iterator<MethodArgument const*, std::vector<MethodArgument, std::allocator<MethodArgument> > >, __gnu_cxx::__normal_iterator<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > >)
  0.00      0.10     0.00      184     0.00     0.00  __gnu_cxx::__normal_iterator<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > > std::copy<__gnu_cxx::__normal_iterator<MethodArgument const*, std::vector<MethodArgument, std::allocator<MethodArgument> > >, __gnu_cxx::__normal_iterator<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > > >(__gnu_cxx::__normal_iterator<MethodArgument const*, std::vector<MethodArgument, std::allocator<MethodArgument> > >, __gnu_cxx::__normal_iterator<MethodArgument const*, std::vector<MethodArgument, std::allocator<MethodArgument> > >, __gnu_cxx::__normal_iterator<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > >)
  0.00      0.10     0.00      184     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > > >(__gnu_cxx::__normal_iterator<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > >, __gnu_cxx::__normal_iterator<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > >)
  0.00      0.10     0.00      184     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > >, MethodArgument>(__gnu_cxx::__normal_iterator<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > >, __gnu_cxx::__normal_iterator<MethodArgument*, std::vector<MethodArgument, std::allocator<MethodArgument> > >, std::allocator<MethodArgument>&)
  0.00      0.10     0.00      176     0.00     0.01  context_enforce_expression(TokenContext, Environment&, Class&)
  0.00      0.10     0.00      168     0.00     0.00  generic_arguments_equal(TokenContext, std::vector<MethodArgument, std::allocator<MethodArgument> >, std::vector<MethodArgument, std::allocator<MethodArgument> >, Class, Class)
  0.00      0.10     0.00      160     0.00     0.00  void std::_Destroy_aux<false>::__destroy<Token*>(Token*, Token*)
  0.00      0.10     0.00      160     0.00     0.00  void std::_Destroy<Token*>(Token*, Token*)
  0.00      0.10     0.00      160     0.00     0.00  void std::_Destroy<Token*, Token>(Token*, Token*, std::allocator<Token>&)
  0.00      0.10     0.00      157     0.00     0.00  std::_Vector_base<Token, std::allocator<Token> >::_M_deallocate(Token*, unsigned int)
  0.00      0.10     0.00      151     0.00     0.00  context_class_can_dereference(TokenContext, Class)
  0.00      0.10     0.00      148     0.00     0.00  std::_Vector_base<Method, std::allocator<Method> >::_M_get_Tp_allocator() const
  0.00      0.10     0.00      148     0.00     0.00  std::vector<Method, std::allocator<Method> >::max_size() const
  0.00      0.10     0.00      148     0.00     0.00  std::enable_if<std::allocator_traits<std::allocator<Method> >::__maxsize_helper<std::allocator<Method> const>::value, unsigned int>::type std::allocator_traits<std::allocator<Method> >::_S_max_size<std::allocator<Method> const>(std::allocator<Method> const&)
  0.00      0.10     0.00      148     0.00     0.00  std::allocator_traits<std::allocator<Method> >::max_size(std::allocator<Method> const&)
  0.00      0.10     0.00      148     0.00     0.00  Method* std::__make_move_if_noexcept_iterator<Method*, Method*>(Method*)
  0.00      0.10     0.00      144     0.00     0.03  environment_class_variable_exists(Environment&, Class, Variable)
  0.00      0.10     0.00      139     0.00     0.00  __gnu_cxx::new_allocator<Token>::deallocate(Token*, unsigned int)
  0.00      0.10     0.00      139     0.00     0.00  __gnu_cxx::new_allocator<Token>::allocate(unsigned int, void const*)
  0.00      0.10     0.00      139     0.00     0.00  std::_Vector_base<Token, std::allocator<Token> >::_M_allocate(unsigned int)
  0.00      0.10     0.00      138     0.00     0.00  std::initializer_list<MethodArgument>::begin() const
  0.00      0.10     0.00      138     0.00     0.00  Token* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Token*>, Token*>(std::move_iterator<Token*>, std::move_iterator<Token*>, Token*)
  0.00      0.10     0.00      138     0.00     0.00  Token* std::uninitialized_copy<std::move_iterator<Token*>, Token*>(std::move_iterator<Token*>, std::move_iterator<Token*>, Token*)
  0.00      0.10     0.00      138     0.00     0.00  Token* std::__uninitialized_copy_a<std::move_iterator<Token*>, Token*, Token>(std::move_iterator<Token*>, std::move_iterator<Token*>, Token*, std::allocator<Token>&)
  0.00      0.10     0.00      138     0.00     0.00  Token* std::__uninitialized_move_if_noexcept_a<Token*, Token*, std::allocator<Token> >(Token*, Token*, Token*, std::allocator<Token>&)
  0.00      0.10     0.00      135     0.00     0.00  std::vector<Token, std::allocator<Token> >::_M_check_len(unsigned int, char const*) const
  0.00      0.10     0.00      132     0.00     0.00  void std::vector<Token, std::allocator<Token> >::_M_emplace_back_aux<Token>(Token&&)
  0.00      0.10     0.00      130     0.00     0.00  std::_Vector_base<Variable, std::allocator<Variable> >::_M_get_Tp_allocator() const
  0.00      0.10     0.00      130     0.00     0.00  std::vector<Variable, std::allocator<Variable> >::max_size() const
  0.00      0.10     0.00      130     0.00     0.00  std::enable_if<std::allocator_traits<std::allocator<Variable> >::__maxsize_helper<std::allocator<Variable> const>::value, unsigned int>::type std::allocator_traits<std::allocator<Variable> >::_S_max_size<std::allocator<Variable> const>(std::allocator<Variable> const&)
  0.00      0.10     0.00      130     0.00     0.00  std::allocator_traits<std::allocator<Variable> >::max_size(std::allocator<Variable> const&)
  0.00      0.10     0.00      130     0.00     0.00  Variable* std::__make_move_if_noexcept_iterator<Variable*, Variable*>(Variable*)
  0.00      0.10     0.00      129     0.00     0.00  environment_method_exists(TokenContext, Scope*, Method)
  0.00      0.10     0.00      126     0.00     0.00  Method::Method(std::string, Scope*, std::vector<MethodArgument, std::allocator<MethodArgument> > const&, Class, bool)
  0.00      0.10     0.00      125     0.00     0.00  arguments_equal(TokenContext, std::vector<MethodArgument, std::allocator<MethodArgument> >, std::vector<MethodArgument, std::allocator<MethodArgument> >)
  0.00      0.10     0.00      123     0.00     0.03  context_enforce_expression_word(TokenContext, Environment&, Class&)
  0.00      0.10     0.00      118     0.00     0.00  Variable::operator=(Variable const&)
  0.00      0.10     0.00      108     0.00     0.07  enforce_word(Configuration*, TokenContext, Environment&, bool&)
  0.00      0.10     0.00      106     0.00     0.04  environment_class_variable_get(Environment&, Class, Variable)
  0.00      0.10     0.00      103     0.00     0.01  add_method(Environment&, Class, Method)
  0.00      0.10     0.00       99     0.00     0.00  __gnu_cxx::new_allocator<Scope*>::deallocate(Scope**, unsigned int)
  0.00      0.10     0.00       99     0.00     0.00  __gnu_cxx::new_allocator<Scope*>::allocate(unsigned int, void const*)
  0.00      0.10     0.00       99     0.00     0.00  std::vector<Scope*, std::allocator<Scope*> >::_M_check_len(unsigned int, char const*) const
  0.00      0.10     0.00       99     0.00     0.00  Scope** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Scope*>(Scope* const*, Scope* const*, Scope**)
  0.00      0.10     0.00       99     0.00     0.00  std::_Vector_base<Scope*, std::allocator<Scope*> >::_M_allocate(unsigned int)
  0.00      0.10     0.00       99     0.00     0.00  Scope** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<Scope**>, Scope**>(std::move_iterator<Scope**>, std::move_iterator<Scope**>, Scope**)
  0.00      0.10     0.00       99     0.00     0.00  Scope** std::__copy_move_a<true, Scope**, Scope**>(Scope**, Scope**, Scope**)
  0.00      0.10     0.00       99     0.00     0.00  Scope** std::__copy_move_a2<true, Scope**, Scope**>(Scope**, Scope**, Scope**)
  0.00      0.10     0.00       99     0.00     0.00  Scope** std::uninitialized_copy<std::move_iterator<Scope**>, Scope**>(std::move_iterator<Scope**>, std::move_iterator<Scope**>, Scope**)
  0.00      0.10     0.00       99     0.00     0.00  Scope** std::__uninitialized_copy_a<std::move_iterator<Scope**>, Scope**, Scope*>(std::move_iterator<Scope**>, std::move_iterator<Scope**>, Scope**, std::allocator<Scope*>&)
  0.00      0.10     0.00       99     0.00     0.00  Scope** std::__uninitialized_move_if_noexcept_a<Scope**, Scope**, std::allocator<Scope*> >(Scope**, Scope**, Scope**, std::allocator<Scope*>&)
  0.00      0.10     0.00       99     0.00     0.00  Scope** std::copy<std::move_iterator<Scope**>, Scope**>(std::move_iterator<Scope**>, std::move_iterator<Scope**>, Scope**)
  0.00      0.10     0.00       94     0.00     0.00  environment_generic_method_exists(TokenContext, Scope*, Method, Class, Class)
  0.00      0.10     0.00       93     0.00     0.00  context_class_get(Environment&, Class)
  0.00      0.10     0.00       93     0.00     0.00  environment_class_get(Scope*, Class)
  0.00      0.10     0.00       93     0.00     0.00  void std::vector<Scope*, std::allocator<Scope*> >::_M_emplace_back_aux<Scope*>(Scope*&&)
  0.00      0.10     0.00       93     0.00     0.00  Method&& std::forward<Method>(std::remove_reference<Method>::type&)
  0.00      0.10     0.00       93     0.00     0.00  Scope* const& std::forward<Scope* const&>(std::remove_reference<Scope* const&>::type&)
  0.00      0.10     0.00       90     0.00     0.00  std::char_traits<char>::length(char const*)
  0.00      0.10     0.00       90     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.10     0.00       76     0.00     0.00  std::vector<Class, std::allocator<Class> >::_M_erase_at_end(Class*)
  0.00      0.10     0.00       76     0.00     0.00  std::vector<Class, std::allocator<Class> >::clear()
  0.00      0.10     0.00       74     0.00     0.00  context_enforce_arguments(TokenContext, Environment&, Class&, std::string, bool)
  0.00      0.10     0.00       74     0.00     0.00  __gnu_cxx::new_allocator<Method>::deallocate(Method*, unsigned int)
  0.00      0.10     0.00       74     0.00     0.00  __gnu_cxx::new_allocator<Method>::allocate(unsigned int, void const*)
  0.00      0.10     0.00       74     0.00     0.00  std::vector<Method, std::allocator<Method> >::_M_check_len(unsigned int, char const*) const
  0.00      0.10     0.00       74     0.00     0.00  std::_Vector_base<Method, std::allocator<Method> >::_M_allocate(unsigned int)
  0.00      0.10     0.00       74     0.00     0.00  Method* std::__uninitialized_copy<false>::__uninit_copy<Method*, Method*>(Method*, Method*, Method*)
  0.00      0.10     0.00       74     0.00     0.00  Method* std::uninitialized_copy<Method*, Method*>(Method*, Method*, Method*)
  0.00      0.10     0.00       74     0.00     0.00  Method* std::__uninitialized_copy_a<Method*, Method*, Method>(Method*, Method*, Method*, std::allocator<Method>&)
  0.00      0.10     0.00       74     0.00     0.00  Method* std::__uninitialized_move_if_noexcept_a<Method*, Method*, std::allocator<Method> >(Method*, Method*, Method*, std::allocator<Method>&)
  0.00      0.10     0.00       73     0.00     0.00  name_get_class(std::string)
  0.00      0.10     0.00       69     0.00     0.00  std::initializer_list<MethodArgument>::end() const
  0.00      0.10     0.00       69     0.00     0.00  std::initializer_list<MethodArgument>::size() const
  0.00      0.10     0.00       69     0.00     0.00  std::allocator<MethodArgument>::allocator()
  0.00      0.10     0.00       69     0.00     0.00  std::_Vector_base<MethodArgument, std::allocator<MethodArgument> >::_Vector_base(std::allocator<MethodArgument> const&)
  0.00      0.10     0.00       69     0.00     0.00  MethodArgument* std::__uninitialized_copy<false>::__uninit_copy<MethodArgument const*, MethodArgument*>(MethodArgument const*, MethodArgument const*, MethodArgument*)
  0.00      0.10     0.00       69     0.00     0.00  void std::vector<MethodArgument, std::allocator<MethodArgument> >::_M_range_initialize<MethodArgument const*>(MethodArgument const*, MethodArgument const*, std::forward_iterator_tag)
  0.00      0.10     0.00       69     0.00     0.00  std::vector<MethodArgument, std::allocator<MethodArgument> >::vector(std::initializer_list<MethodArgument>, std::allocator<MethodArgument> const&)
  0.00      0.10     0.00       69     0.00     0.00  std::iterator_traits<MethodArgument const*>::difference_type std::__distance<MethodArgument const*>(MethodArgument const*, MethodArgument const*, std::random_access_iterator_tag)
  0.00      0.10     0.00       69     0.00     0.00  MethodArgument* std::uninitialized_copy<MethodArgument const*, MethodArgument*>(MethodArgument const*, MethodArgument const*, MethodArgument*)
  0.00      0.10     0.00       69     0.00     0.00  std::iterator_traits<MethodArgument const*>::iterator_category std::__iterator_category<MethodArgument const*>(MethodArgument const* const&)
  0.00      0.10     0.00       69     0.00     0.00  MethodArgument* std::__uninitialized_copy_a<MethodArgument const*, MethodArgument*, MethodArgument>(MethodArgument const*, MethodArgument const*, MethodArgument*, std::allocator<MethodArgument>&)
  0.00      0.10     0.00       69     0.00     0.00  std::iterator_traits<MethodArgument const*>::difference_type std::distance<MethodArgument const*>(MethodArgument const*, MethodArgument const*)
  0.00      0.10     0.00       65     0.00     0.00  __gnu_cxx::new_allocator<Variable>::deallocate(Variable*, unsigned int)
  0.00      0.10     0.00       65     0.00     0.00  __gnu_cxx::new_allocator<Variable>::allocate(unsigned int, void const*)
  0.00      0.10     0.00       65     0.00     0.00  std::vector<Variable, std::allocator<Variable> >::_M_check_len(unsigned int, char const*) const
  0.00      0.10     0.00       65     0.00     0.00  std::_Vector_base<Variable, std::allocator<Variable> >::_M_allocate(unsigned int)
  0.00      0.10     0.00       65     0.00     0.00  Variable* std::__uninitialized_copy<false>::__uninit_copy<Variable*, Variable*>(Variable*, Variable*, Variable*)
  0.00      0.10     0.00       65     0.00     0.00  Variable* std::uninitialized_copy<Variable*, Variable*>(Variable*, Variable*, Variable*)
  0.00      0.10     0.00       65     0.00     0.00  Variable* std::__uninitialized_copy_a<Variable*, Variable*, Variable>(Variable*, Variable*, Variable*, std::allocator<Variable>&)
  0.00      0.10     0.00       65     0.00     0.00  Variable* std::__uninitialized_move_if_noexcept_a<Variable*, Variable*, std::allocator<Variable> >(Variable*, Variable*, Variable*, std::allocator<Variable>&)
  0.00      0.10     0.00       63     0.00     0.00  _ZSt10_ConstructI5ClassIRS0_EEvPT_DpOT0_
  0.00      0.10     0.00       63     0.00     0.00  Class& std::forward<Class&>(std::remove_reference<Class&>::type&)
  0.00      0.10     0.00       61     0.00     0.00  Variable::Variable()
  0.00      0.10     0.00       61     0.00     0.00  void std::vector<Method, std::allocator<Method> >::_M_emplace_back_aux<Method const&>(Method const&)
  0.00      0.10     0.00       60     0.00     0.00  context_enforce_expression_numeric(TokenContext, Environment&, Class&)
  0.00      0.10     0.00       60     0.00     0.00  void std::vector<Variable, std::allocator<Variable> >::_M_emplace_back_aux<Variable>(Variable&&)
  0.00      0.10     0.00       54     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::size() const
  0.00      0.10     0.00       54     0.00     0.00  std::remove_reference<Token*&>::type&& std::move<Token*&>(Token*&)
  0.00      0.10     0.00       49     0.00     0.00  Class* std::vector<Class, std::allocator<Class> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<Class const*, std::vector<Class, std::allocator<Class> > > >(unsigned int, __gnu_cxx::__normal_iterator<Class const*, std::vector<Class, std::allocator<Class> > >, __gnu_cxx::__normal_iterator<Class const*, std::vector<Class, std::allocator<Class> > >)
  0.00      0.10     0.00       47     0.00     0.00  environment_method_get(TokenContext, Scope*, Method)
  0.00      0.10     0.00       47     0.00     0.00  environment_generic_method_get(TokenContext, Scope*, Method, Class, Class)
  0.00      0.10     0.00       46     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator()
  0.00      0.10     0.00       43     0.00     0.00  __gnu_cxx::__normal_iterator<Token*, std::vector<Token, std::allocator<Token> > >::__normal_iterator(Token* const&)
  0.00      0.10     0.00       42     0.00     0.00  __gnu_cxx::__normal_iterator<Class*, std::vector<Class, std::allocator<Class> > >::operator++()
  0.00      0.10     0.00       42     0.00     0.00  __gnu_cxx::__normal_iterator<Class*, std::vector<Class, std::allocator<Class> > >::operator*() const
  0.00      0.10     0.00       40     0.00     0.00  __gnu_cxx::new_allocator<std::string>::~new_allocator()
  0.00      0.10     0.00       37     0.00     0.00  file_exists(std::string)
  0.00      0.10     0.00       37     0.00     0.00  delete_slash(std::string)
  0.00      0.10     0.00       35     0.00     0.00  _ZN9__gnu_cxx13new_allocatorI5ClassE9constructIS1_IRKS1_EEEvPT_DpOT0_
  0.00      0.10     0.00       35     0.00     0.00  _ZNSt16allocator_traitsISaI5ClassEE12_S_constructIS0_IRKS0_EEENSt9enable_ifIXsrNS2_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS1_PS8_DpOS9_
  0.00      0.10     0.00       35     0.00     0.00  _ZNSt16allocator_traitsISaI5ClassEE9constructIS0_IRKS0_EEEvRS1_PT_DpOT0_
  0.00      0.10     0.00       35     0.00     0.00  std::vector<Class, std::allocator<Class> >::push_back(Class const&)
  0.00      0.10     0.00       33     0.00     0.00  Variable::Variable(std::string, Class, bool, bool, bool)
  0.00      0.10     0.00       29     0.00     0.00  add_class(Environment&, Class)
  0.00      0.10     0.00       29     0.00     0.00  _ZN9__gnu_cxx13new_allocatorIP5ScopeE9constructIS2_IRKS2_EEEvPT_DpOT0_
  0.00      0.10     0.00       29     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*)
  0.00      0.10     0.00       29     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned int)
  0.00      0.10     0.00       29     0.00     0.00  _ZNSt16allocator_traitsISaIP5ScopeEE12_S_constructIS1_IRKS1_EEENSt9enable_ifIXsrNS3_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS2_PS9_DpOSA_
  0.00      0.10     0.00       29     0.00     0.00  _ZNSt16allocator_traitsISaIP5ScopeEE9constructIS1_IRKS1_EEEvRS2_PT_DpOT0_
  0.00      0.10     0.00       29     0.00     0.00  std::vector<Scope*, std::allocator<Scope*> >::push_back(Scope* const&)
  0.00      0.10     0.00       29     0.00     0.00  void std::_Destroy<std::string*>(std::string*, std::string*)
  0.00      0.10     0.00       29     0.00     0.00  void std::_Destroy<std::string*, std::string>(std::string*, std::string*, std::allocator<std::string>&)
  0.00      0.10     0.00       28     0.00     0.00  context_enforce_type(TokenContext, Environment&, Class&)
  0.00      0.10     0.00       28     0.00     0.00  __gnu_cxx::new_allocator<std::string>::new_allocator(__gnu_cxx::new_allocator<std::string> const&)
  0.00      0.10     0.00       28     0.00     0.00  __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string const* const&)
  0.00      0.10     0.00       28     0.00     0.00  __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::base() const
  0.00      0.10     0.00       26     0.00     0.00  __gnu_cxx::new_allocator<Token>::~new_allocator()
  0.00      0.10     0.00       26     0.00     0.00  std::allocator<std::string>::~allocator()
  0.00      0.10     0.00       26     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::~_Vector_impl()
  0.00      0.10     0.00       26     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base()
  0.00      0.10     0.00       26     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::~vector()
  0.00      0.10     0.00       26     0.00     0.00  Variable const& std::forward<Variable const&>(std::remove_reference<Variable const&>::type&)
  0.00      0.10     0.00       22     0.00     0.00  std::allocator<Token>::~allocator()
  0.00      0.10     0.00       22     0.00     0.00  std::_Vector_base<Token, std::allocator<Token> >::_Vector_impl::~_Vector_impl()
  0.00      0.10     0.00       22     0.00     0.00  std::_Vector_base<Token, std::allocator<Token> >::~_Vector_base()
  0.00      0.10     0.00       22     0.00     0.00  std::vector<Token, std::allocator<Token> >::~vector()
  0.00      0.10     0.00       21     0.00     0.00  filename_path(std::string)
  0.00      0.10     0.00       21     0.00     0.00  assemble_expression(TokenContext, std::string&, Environment&)
  0.00      0.10     0.00       20     0.00     0.01  assemble_keyword_def(Configuration*, TokenContext, bool&, std::string&, std::basic_ofstream<char, std::char_traits<char> >&, std::basic_ofstream<char, std::char_traits<char> >&, unsigned int&, Environment&)
  0.00      0.10     0.00       20     0.00     0.00  context_enforce_method_declaration_arguments(TokenContext, Environment&, std::vector<MethodArgument, std::allocator<MethodArgument> >&, std::string&)
  0.00      0.10     0.00       20     0.00     0.00  _ZN9__gnu_cxx13new_allocatorI6MethodE9constructIS1_IS1_EEEvPT_DpOT0_
  0.00      0.10     0.00       20     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() const
  0.00      0.10     0.00       20     0.00     0.00  _ZNSt16allocator_traitsISaI6MethodEE12_S_constructIS0_IS0_EEENSt9enable_ifIXsrNS2_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS1_PS6_DpOS7_
  0.00      0.10     0.00       20     0.00     0.00  _ZNSt16allocator_traitsISaI6MethodEE9constructIS0_IS0_EEEvRS1_PT_DpOT0_
  0.00      0.10     0.00       20     0.00     0.00  void std::vector<Method, std::allocator<Method> >::emplace_back<Method>(Method&&)
  0.00      0.10     0.00       20     0.00     0.00  std::vector<Method, std::allocator<Method> >::push_back(Method&&)
  0.00      0.10     0.00       20     0.00     0.00  std::remove_reference<Method&>::type&& std::move<Method&>(Method&)
  0.00      0.10     0.00       18     0.00     0.00  context_enforce_expression_keyword(TokenContext, Environment&, Class&, bool&, bool&)
  0.00      0.10     0.00       18     0.00     0.00  void std::swap<Token*>(Token*&, Token*&)
  0.00      0.10     0.00       17     0.00     0.06  context_enforce_expression_address(TokenContext, Environment&, Class&)
  0.00      0.10     0.00       17     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned int)
  0.00      0.10     0.00       16     0.00     0.00  std::vector<Class, std::allocator<Class> >::max_size() const
  0.00      0.10     0.00       16     0.00     0.00  std::enable_if<std::allocator_traits<std::allocator<Class> >::__maxsize_helper<std::allocator<Class> const>::value, unsigned int>::type std::allocator_traits<std::allocator<Class> >::_S_max_size<std::allocator<Class> const>(std::allocator<Class> const&)
  0.00      0.10     0.00       16     0.00     0.00  std::allocator_traits<std::allocator<Class> >::max_size(std::allocator<Class> const&)
  0.00      0.10     0.00       16     0.00     0.00  Class* std::__make_move_if_noexcept_iterator<Class*, Class*>(Class*)
  0.00      0.10     0.00       15     0.00     0.00  assemble_keyword_if(Configuration*, TokenContext, bool&, std::string&, std::basic_ofstream<char, std::char_traits<char> >&, std::basic_ofstream<char, std::char_traits<char> >&, unsigned int&, Environment&)
  0.00      0.10     0.00       15     0.00     0.00  __gnu_cxx::new_allocator<Token>::new_allocator()
  0.00      0.10     0.00       15     0.00     0.00  __gnu_cxx::__normal_iterator<char*, std::string>::__normal_iterator(char* const&)
  0.00      0.10     0.00       15     0.00     0.00  __gnu_cxx::__normal_iterator<char*, std::string>::operator+(int const&) const
  0.00      0.10     0.00       15     0.00     0.00  std::allocator<Token>::allocator()
  0.00      0.10     0.00       15     0.00     0.00  std::_Vector_base<Token, std::allocator<Token> >::_Vector_impl::_Vector_impl()
  0.00      0.10     0.00       15     0.00     0.00  std::_Vector_base<Token, std::allocator<Token> >::_Vector_base()
  0.00      0.10     0.00       15     0.00     0.00  std::vector<Token, std::allocator<Token> >::vector()
  0.00      0.10     0.00       15     0.00     0.00  std::string const& std::forward<std::string const&>(std::remove_reference<std::string const&>::type&)
  0.00      0.10     0.00       14     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<std::string> >::_S_select_on_copy(std::allocator<std::string> const&)
  0.00      0.10     0.00       14     0.00     0.00  bool __gnu_cxx::operator!=<std::string const*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&)
  0.00      0.10     0.00       14     0.00     0.00  __gnu_cxx::__normal_iterator<Token*, std::vector<Token, std::allocator<Token> > >::operator+(int const&) const
  0.00      0.10     0.00       14     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::end() const
  0.00      0.10     0.00       14     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::begin() const
  0.00      0.10     0.00       14     0.00     0.00  std::allocator<std::string>::allocator(std::allocator<std::string> const&)
  0.00      0.10     0.00       14     0.00     0.00  std::allocator<std::string>::allocator(std::allocator<std::string> const&)
  0.00      0.10     0.00       14     0.00     0.00  std::allocator<std::string>::~allocator()
  0.00      0.10     0.00       14     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl(std::allocator<std::string> const&)
  0.00      0.10     0.00       14     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_M_create_storage(unsigned int)
  0.00      0.10     0.00       14     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(unsigned int, std::allocator<std::string> const&)
  0.00      0.10     0.00       14     0.00     0.00  std::allocator_traits<std::allocator<std::string> >::select_on_container_copy_construction(std::allocator<std::string> const&)
  0.00      0.10     0.00       14     0.00     0.00  std::enable_if<!(std::allocator_traits<std::allocator<std::string> >::__select_helper<std::allocator<std::string> const>::value), std::allocator<std::string> const>::type std::allocator_traits<std::allocator<std::string> >::_S_select<std::allocator<std::string> const>(std::allocator<std::string> const&)
  0.00      0.10     0.00       14     0.00     0.00  std::string* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*>(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*)
  0.00      0.10     0.00       14     0.00     0.00  std::vector<Token, std::allocator<Token> >::begin()
  0.00      0.10     0.00       14     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::vector(std::vector<std::string, std::allocator<std::string> > const&)
  0.00      0.10     0.00       14     0.00     0.00  std::string* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*>(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*)
  0.00      0.10     0.00       14     0.00     0.00  std::string* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*, std::string>(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, std::string*, std::allocator<std::string>&)
  0.00      0.10     0.00       13     0.00     0.00  void std::vector<Method, std::allocator<Method> >::_M_emplace_back_aux<Method>(Method&&)
  0.00      0.10     0.00       12     0.00     0.00  __gnu_cxx::new_allocator<std::string>::new_allocator()
  0.00      0.10     0.00       12     0.00     0.00  std::move_iterator<std::string*>::base() const
  0.00      0.10     0.00       12     0.00     0.00  std::allocator<std::string>::allocator()
  0.00      0.10     0.00       12     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl()
